unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
4822364,HM428625,6/21/2006 16:49:16,001XX N FRANKLIN ST,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,111,1,42,32,06,1174297,1901591,2006,2/28/2018 15:56:25,"41,88536835","-87,63540291","(41.885368351, -87.635402906)"
2624227,HJ230596,3/11/2003 6:00:00,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1173177,1899236,2003,2/28/2018 15:56:25,"41,878931","-87,63958562","(41.878931004, -87.639585621)"
10735866,HZ495764,10/30/2016 18:23:00,0000X E RANDOLPH ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,42,32,06,1176974,1901296,2016,2/10/2018 15:50:01,"41,88449869","-87,62558152","(41.88449869, -87.625581518)"
10979225,JA304551,6/13/2017 2:00:00,0000X E WACKER DR,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,42,32,06,1176864,1902481,2017,2/10/2018 15:50:01,"41,88775288","-87,62594958","(41.887752882, -87.625949578)"
5534295,HN345999,5/15/2007 11:30:00,006XX W RANDOLPH ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,27,28,06,1171711,1901224,2007,2/28/2018 15:56:25,"41,8844186","-87,6449099","(41.8844186, -87.644909902)"
5627586,HN435175,6/28/2007 8:00:00,006XX W RANDOLPH ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,111,1,42,28,06,1172203,1901233,2007,2/28/2018 15:56:25,"41,88443245","-87,64310296","(41.884432451, -87.643102964)"
5634998,HN443583,7/3/2007 12:25:00,001XX N WACKER DR,0820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,111,1,42,32,06,1173918,1901018,2007,2/28/2018 15:56:25,"41,88380445","-87,63681173","(41.883804454, -87.636811728)"
5846406,HN655968,10/18/2007 13:00:00,005XX W ADAMS ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1172603,1899359,2007,2/28/2018 15:56:25,"41,87928124","-87,64168958","(41.879281236, -87.641689584)"
11608446,JC167684,2/27/2019 12:00:00,0000X W WACKER DR,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,42,32,06,1176210,1902134,2019,3/6/2019 16:20:10,"41,88681546","-87,62836172","(41.886815464, -87.628361716)"
7361587,HS163523,2/13/2010 11:30:00,007XX W MONROE ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,111,1,2,28,06,1171735,1899804,2010,2/10/2018 15:50:01,"41,8805215","-87,6448636","(41.880521497, -87.644863603)"
9838870,HX488041,10/27/2014 14:00:00,001XX N WABASH AVE,0820,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,111,1,42,32,06,1176785,1901619,2014,2/10/2018 15:50:01,"41,88538929","-87,62626577","(41.885389294, -87.626265771)"
10094703,HY283364,5/23/2015 13:30:00,0000X E WASHINGTON ST,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,42,32,06,1177144,1900833,2015,2/10/2018 15:50:01,"41,88322434","-87,6249713","(41.883224344, -87.624971297)"
10062976,HY251357,5/7/2015 14:00:00,0000X E WASHINGTON ST,0820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,111,1,42,32,06,1177144,1900833,2015,2/10/2018 15:50:01,"41,88322434","-87,6249713","(41.883224344, -87.624971297)"
8908874,HV582055,11/20/2012 13:00:00,0000X E LAKE ST,0820,THEFT,$500 AND UNDER,CTA TRAIN,FALSE,FALSE,111,1,42,32,06,1176441,1901747,2012,2/10/2018 15:50:01,"41,8857483","-87,62752512","(41.885748304, -87.627525121)"
4146937,HL481386,6/30/2005 3:50:00,005XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,2,28,06,1172646,1898435,2005,2/28/2018 15:56:25,"41,87674477","-87,64155904","(41.876744768, -87.641559043)"
13287342,JG515284,11/23/2023 16:00:00,0000X W WASHINGTON ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,TRUE,111,1,42,32,06,1175800,1900817,2023,12/8/2023 15:40:48,"41,88321078","-87,62990697","(41.883210775, -87.629906972)"
1978065,HH171076,2/6/2002 4:00:00,001XX S DESPLAINES ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,,,06,1171952,1899674,2002,2/28/2018 15:56:25,"41,88015999","-87,64407064","(41.880159989, -87.64407064)"
1980952,HH178978,2/10/2002 11:00:00,001XX S DESPLAINES ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,111,1,,,06,1171949,1899751,2002,2/28/2018 15:56:25,"41,88037135","-87,64407939","(41.880371348, -87.644079385)"
1919332,HH100680,1/1/2002 2:15:00,004XX W ADAMS ST,0820,THEFT,$500 AND UNDER,HOTEL/MOTEL,FALSE,FALSE,111,1,,,06,1173357,1899380,2002,2/28/2018 15:56:25,"41,87932215","-87,63892042","(41.879322154, -87.638920422)"
8268550,HT479451,9/3/2011 6:00:00,001XX S JEFFERSON ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,111,1,2,28,06,1172351,1899683,2011,2/10/2018 15:50:01,"41,88017588","-87,6426053","(41.880175883, -87.642605304)"
8210443,HT444319,8/12/2011 11:00:00,001XX S JEFFERSON ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1172352,1899631,2011,2/10/2018 15:50:01,"41,88003317","-87,64260317","(41.880033169, -87.642603169)"
12463713,JE350620,8/24/2021 15:40:00,0000X E RANDOLPH ST,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,FALSE,FALSE,111,1,42,32,06,1176904,1901295,2021,8/31/2021 15:41:20,"41,88449753","-87,6258386","(41.884497529, -87.625838595)"
2632414,HJ236924,3/14/2003 10:01:49,005XX W MADISON ST,0820,THEFT,$500 AND UNDER,OTHER RAILROAD PROP / TRAIN DEPOT,TRUE,FALSE,111,1,42,28,06,1173039,1900311,2003,2/28/2018 15:56:25,"41,88188393","-87,64006044","(41.881883933, -87.640060441)"
5771495,HN582203,9/10/2007 21:00:00,001XX N CLINTON ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,42,28,06,1172697,1901387,2007,2/28/2018 15:56:25,"41,88484412","-87,64128439","(41.88484412, -87.641284387)"
5720061,HN529068,8/14/2007 16:00:00,005XX W MONROE ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,111,1,2,28,06,1173053,1899838,2007,2/28/2018 15:56:25,"41,88058568","-87,64002307","(41.88058568, -87.640023065)"
11795135,JC393448,8/15/2019 8:00:00,001XX N STATE ST,0820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,111,1,42,32,06,1176330,1901649,2019,8/22/2019 15:44:32,"41,88548189","-87,62793569","(41.885481891, -87.627935689)"
11864862,JC477473,10/18/2019 15:00:00,001XX N STATE ST,0820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,111,1,42,32,06,1176352,1900927,2019,10/25/2019 15:41:45,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
10133477,HY322041,6/29/2015 14:00:00,0000X E LAKE ST,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,42,32,06,1176585,1901750,2015,2/10/2018 15:50:01,"41,88575329","-87,62699624","(41.885753285, -87.626996239)"
10225683,HY412907,9/4/2015 17:32:00,001XX N STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2015,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
11392917,JB366017,7/24/2018 13:00:00,001XX N STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2018,7/31/2018 15:50:48,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
7560942,HS364783,6/17/2010 13:00:00,003XX W WASHINGTON ST,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,42,32,06,1174031,1900800,2010,2/10/2018 15:50:01,"41,88320373","-87,63640329","(41.883203731, -87.636403286)"
7587561,HS391431,7/2/2010 20:30:00,006XX W MADISON ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,42,28,06,1172090,1900283,2010,2/10/2018 15:50:01,"41,88182808","-87,64354595","(41.881828083, -87.643545951)"
7517246,HS320222,5/21/2010 20:55:00,001XX N CLINTON ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,111,1,42,28,06,1172695,1901460,2010,2/10/2018 15:50:01,"41,88504448","-87,64128957","(41.885044481, -87.641289569)"
3421954,HK485468,7/9/2004 23:15:02,001XX S CLINTON ST,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,111,1,2,28,06,1172749,1899713,2004,2/28/2018 15:56:25,"41,88024941","-87,64114302","(41.880249406, -87.641143018)"
9232446,HW378630,7/14/2013 20:00:00,001XX N STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,FALSE,FALSE,111,1,42,32,06,1176352,1900927,2013,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
2102577,HH334366,4/27/2002 12:10:00,005XX W MADISON ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,42,28,06,1173039,1900311,2002,2/28/2018 15:56:25,"41,88188393","-87,64006044","(41.881883933, -87.640060441)"
13460168,JH263461,5/14/2024 12:30:00,0000X W WASHINGTON ST,0820,THEFT,$500 AND UNDER,GOVERNMENT BUILDING / PROPERTY,FALSE,FALSE,111,1,42,32,06,1175800,1900817,2024,5/22/2024 15:41:29,"41,88321078","-87,62990697","(41.883210775, -87.629906972)"
13491480,JH301349,6/10/2024 17:00:00,001XX N STATE ST,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,34,32,06,1176352,1900918,2024,6/18/2024 15:41:09,"41,88347549","-87,62787697","(41.883475491, -87.627876969)"
8407510,HT640487,12/20/2011 14:45:00,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1173177,1899236,2011,2/10/2018 15:50:01,"41,878931","-87,63958562","(41.878931004, -87.639585621)"
10160587,HY349535,7/21/2015 7:30:00,0000X W WACKER DR,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,42,32,06,1175744,1902131,2015,2/10/2018 15:50:01,"41,88681772","-87,63007306","(41.886817724, -87.630073063)"
7749894,HS558507,10/6/2010 17:15:00,004XX W WASHINGTON ST,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,42,28,06,1173525,1900790,2010,2/10/2018 15:50:01,"41,88318755","-87,63826163","(41.883187552, -87.638261628)"
7906952,HT136922,1/23/2011 13:15:00,004XX W JACKSON BLVD,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,FALSE,FALSE,111,1,2,28,06,1173380,1898918,2011,2/4/2016 6:33:39,"41,87805389","-87,6388497","(41.878053886, -87.638849697)"
7866375,HS680800,12/29/2010 10:30:00,007XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1171954,1898418,2010,2/10/2018 15:50:01,"41,8767134","-87,64410033","(41.876713396, -87.644100332)"
12122461,JD316858,7/31/2020 20:30:00,0000X W RIVERWALK S,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,42,32,06,1176161,1902223,2020,8/7/2020 15:42:19,"41,88706079","-87,62853897","(41.887060789, -87.62853897)"
5006501,HM616052,9/20/2006 23:30:00,005XX W MONROE ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1172908,1899834,2006,2/28/2018 15:56:25,"41,88057792","-87,64055561","(41.880577917, -87.640555606)"
2754217,HJ392080,5/28/2003 12:20:00,001XX N WACKER DR,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,42,32,06,1173921,1900913,2003,2/28/2018 15:56:25,"41,88351626","-87,63680384","(41.883516261, -87.636803841)"
2811827,HJ464108,6/18/2003 18:25:00,0000X S CLINTON ST,0820,THEFT,$500 AND UNDER,OTHER RAILROAD PROP / TRAIN DEPOT,FALSE,FALSE,111,1,2,28,06,1172741,1899989,2003,2/28/2018 15:56:25,"41,88100695","-87,64116422","(41.881006945, -87.641164219)"
2938098,HJ624379,9/10/2003 9:15:00,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,111,1,2,28,06,1173177,1899236,2003,2/28/2018 15:56:25,"41,878931","-87,63958562","(41.878931004, -87.639585621)"
3716412,HK821029,12/21/2004 13:27:48,001XX S CLINTON ST,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,111,1,2,28,06,1172752,1899623,2004,2/28/2018 15:56:25,"41,88000237","-87,64113467","(41.880002373, -87.641134667)"
3630117,HK725729,11/2/2004 2:50:00,002XX S JEFFERSON ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1172363,1899297,2004,2/28/2018 15:56:25,"41,87911641","-87,64257265","(41.879116408, -87.642572649)"
3743636,HL114907,1/8/2005 23:00:00,001XX S JEFFERSON ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1172352,1899646,2005,2/28/2018 15:56:25,"41,88007433","-87,64260273","(41.88007433, -87.642602726)"
3650566,HK745904,11/11/2004 20:45:00,005XX W ADAMS ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1172655,1899361,2004,2/28/2018 15:56:25,"41,87928558","-87,64149859","(41.879285575, -87.641498591)"
3799665,HL167785,2/4/2005 8:00:00,005XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1172646,1898435,2005,2/10/2018 15:50:01,"41,87674477","-87,64155904","(41.876744768, -87.641559043)"
1324857,G019575,1/3/2001 17:25:00,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,111,1,,,06,1173137,1899241,2001,8/17/2015 15:03:40,"41,87894561","-87,63973234","(41.878945611, -87.639732344)"
1650033,G436734,7/25/2001 7:00:00,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,OTHER RAILROAD PROP / TRAIN DEPOT,FALSE,FALSE,111,1,,,06,1173137,1899241,2001,8/17/2015 15:03:40,"41,87894561","-87,63973234","(41.878945611, -87.639732344)"
1575366,G332262,6/8/2001 17:40:00,007XX W MADISON ST,0820,THEFT,$500 AND UNDER,OTHER,TRUE,FALSE,111,1,,,06,1171524,1900308,2001,8/17/2015 15:03:40,"41,88190915","-87,64562354","(41.881909149, -87.64562354)"
7005770,HR412995,7/5/2009 19:00:00,002XX S CANAL ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1173178,1899189,2009,2/28/2018 15:56:25,"41,87880201","-87,63958334","(41.87880201, -87.639583344)"
13032939,JG212199,4/5/2023 9:20:00,0000X W WASHINGTON ST,0820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,111,1,42,32,06,1175800,1900817,2023,8/19/2023 15:40:26,"41,88321078","-87,62990697","(41.883210775, -87.629906972)"
3050922,HJ766271,11/15/2003 6:30:00,002XX S DESPLAINES ST,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,111,1,2,28,06,1171964,1899288,2003,2/28/2018 15:56:25,"41,87910052","-87,64403796","(41.879100515, -87.644037961)"
3235459,HK253728,3/20/2004 22:30:00,006XX W LAKE ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,27,28,06,1171728,1901690,2004,2/10/2018 15:50:01,"41,88569696","-87,64483375","(41.88569696, -87.644833747)"
6263650,HP350021,5/21/2008 16:25:00,003XX S CANAL ST,0820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,111,1,2,28,06,1173190,1898749,2008,2/28/2018 15:56:25,"41,87759436","-87,63955234","(41.877594356, -87.639552342)"
2869704,HJ533158,7/15/2003 0:00:00,0000X N RIVERSIDE PLZ,0840,THEFT,FINANCIAL ID THEFT: OVER $300,CREDIT UNION,FALSE,FALSE,111,1,42,28,06,1173412,1900435,2003,2/28/2018 15:56:25,"41,88221592","-87,63868712","(41.88221592, -87.638687118)"
3593844,HK685989,6/6/2002 10:00:00,0000X S WACKER DR,0840,THEFT,FINANCIAL ID THEFT: OVER $300,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,2,32,06,1173874,1900074,2002,2/28/2018 15:56:25,"41,88121504","-87,63700143","(41.88121504, -87.637001425)"
2295207,HH578177,7/16/2002 12:00:00,005XX W MADISON ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,FALSE,FALSE,111,1,42,28,06,1173039,1900311,2002,2/10/2018 15:50:01,"41,88188393","-87,64006044","(41.881883933, -87.640060441)"
4070061,HL419175,5/15/2005 12:00:00,001XX S JEFFERSON ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,FALSE,FALSE,111,1,2,28,06,1172352,1899646,2005,2/28/2018 15:56:25,"41,88007433","-87,64260273","(41.88007433, -87.642602726)"
11498585,JB504573,11/5/2018 14:33:00,001XX N STATE ST,0850,THEFT,ATTEMPT THEFT,DEPARTMENT STORE,FALSE,FALSE,111,1,42,32,06,1176352,1900927,2018,11/12/2018 16:33:10,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
8660190,HV333611,6/13/2012 22:00:00,002XX N STATE ST,0850,THEFT,ATTEMPT THEFT,HOTEL/MOTEL,FALSE,FALSE,111,1,42,32,06,1176327,1901797,2012,2/4/2016 6:33:39,"41,88588808","-87,62794224","(41.885888079, -87.627942238)"
10447769,HZ186728,3/14/2016 12:42:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2016,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
10775714,HZ542146,12/6/2016 11:30:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2016,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
10667790,HZ417572,9/2/2016 13:40:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,111,1,42,32,06,1176352,1900918,2016,2/10/2018 15:50:01,"41,88347549","-87,62787697","(41.883475491, -87.627876969)"
10772856,HZ538810,12/3/2016 17:00:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,111,1,42,32,06,1176352,1900927,2016,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
10807557,JA106280,1/4/2017 17:35:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,OTHER,FALSE,FALSE,111,1,42,32,06,1176352,1900918,2017,2/14/2017 15:49:42,"41,88347549","-87,62787697","(41.883475491, -87.627876969)"
10799948,HZ570220,12/30/2016 13:50:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2016,1/6/2017 15:55:08,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
11536294,JB554618,12/15/2018 13:30:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2018,12/22/2018 16:10:31,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
11450033,JB440464,9/18/2018 10:30:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2018,9/25/2018 16:14:11,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
11474576,JB472772,10/12/2018 12:44:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,111,1,42,32,06,1176352,1900927,2018,10/19/2018 16:14:41,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
4192188,HL523319,8/2/2005 10:25:00,003XX S RIVERSIDE PLZ,0860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,111,1,42,28,06,1173556,1898807,2005,2/28/2018 15:56:25,"41,87774539","-87,63820677","(41.877745385, -87.638206774)"
9745795,HX395637,8/20/2014 16:50:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2014,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
9851981,HX501033,11/9/2014 15:30:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2014,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
9725673,HX375542,8/5/2014 18:39:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2014,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
9853363,HX502046,11/10/2014 13:30:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2014,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
7153030,HR560604,9/28/2009 12:30:00,005XX W MADISON ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,28,06,1173039,1900311,2009,2/28/2018 15:56:25,"41,88188393","-87,64006044","(41.881883933, -87.640060441)"
12355046,JE216814,4/30/2021 20:01:00,0000X E RANDOLPH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,111,1,42,32,06,1176582,1901291,2021,5/7/2021 15:40:50,"41,88449383","-87,62702113","(41.884493832, -87.627021129)"
13241502,JG461303,10/12/2023 19:35:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,34,32,06,1176352,1900927,2023,10/20/2023 15:45:23,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
6507583,HP581486,9/19/2008 19:19:26,005XX W ADAMS ST,0860,THEFT,RETAIL THEFT,DRUG STORE,TRUE,FALSE,111,1,2,28,06,1173069,1899373,2008,2/28/2018 15:56:25,"41,87930934","-87,63997811","(41.879309336, -87.639978109)"
12362981,JE226820,5/10/2021 20:17:00,0000X E RANDOLPH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,111,1,42,32,06,1176582,1901291,2021,5/17/2021 15:40:21,"41,88449383","-87,62702113","(41.884493832, -87.627021129)"
12540959,JE444673,11/9/2021 17:14:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,111,1,42,32,06,1176352,1900918,2021,11/16/2021 15:43:01,"41,88347549","-87,62787697","(41.883475491, -87.627876969)"
12475602,JE364776,9/3/2021 14:54:00,0000X E RANDOLPH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,111,1,42,32,06,1176582,1901291,2021,9/10/2021 15:40:17,"41,88449383","-87,62702113","(41.884493832, -87.627021129)"
12561931,JE470139,11/17/2021 17:28:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,111,1,42,32,06,1176352,1900927,2021,12/10/2021 15:39:57,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
12462046,JE348817,8/24/2021 19:20:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,111,1,42,32,06,1176352,1900927,2021,8/31/2021 15:41:20,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
10701701,HZ457403,10/1/2016 18:35:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,111,1,42,32,06,1176338,1901346,2016,2/10/2018 15:50:01,"41,88465026","-87,62791546","(41.884650262, -87.627915459)"
10671325,HZ422935,9/6/2016 15:15:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2016,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
10860373,JA166089,2/24/2017 17:30:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,111,1,42,32,06,1176352,1900918,2017,2/10/2018 15:50:01,"41,88347549","-87,62787697","(41.883475491, -87.627876969)"
10865165,JA171650,3/1/2017 17:50:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176338,1901346,2017,2/10/2018 15:50:01,"41,88465026","-87,62791546","(41.884650262, -87.627915459)"
10855891,JA161197,2/20/2017 18:30:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2017,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
10987372,JA313838,6/19/2017 14:55:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2017,2/10/2018 15:50:01,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
11442976,JB431019,9/11/2018 12:10:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2018,9/18/2018 16:08:02,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
11588096,JC143057,2/6/2019 21:32:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,111,1,42,32,06,1176338,1901346,2019,2/13/2019 16:10:15,"41,88465026","-87,62791546","(41.884650262, -87.627915459)"
11611589,JC171624,3/2/2019 18:15:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2019,3/9/2019 16:05:42,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
11716675,JC299051,6/9/2019 15:03:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2019,6/30/2019 15:41:21,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
11713431,JC294933,6/6/2019 15:54:00,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,1,42,32,06,1176352,1900927,2019,6/30/2019 15:41:21,"41,88350019","-87,6278767","(41.883500187, -87.627876698)"
